SetID,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,Duration,FPD,FPDEF
942,CA,"$3,000.00 ","$1,500.00 ",R,123,36,BiMonthly,$300.00 ,3/12/2018,3/21/2018,9,FALSE,0
567,CA,"$2,427.00 ","$2,427.00 ",R,145,162,Monthly,$235.30 ,3/25/2018,4/25/2018,31,FALSE,0
681,CA,"$1,102.00 ",$551.00 ,R,289,36,BiWeekly,$300.00 ,3/21/2018,3/30/2018,9,TRUE,1
1724,CA,"$3,000.00 ","$3,000.00 ",R,60,36,Monthly,$235.30 ,2/12/2018,2/28/2018,16,TRUE,1
463,CA,"$1,000.00 ",$250.00 ,R,12,6,Weekly,$117.65 ,3/28/2018,4/6/2018,9,TRUE,1
49,TX,"$13,008.00 ","$6,504.00 ",R,12,6,BiWeekly,$642.46 ,4/9/2018,4/27/2018,18,TRUE,1
347,TX,"$2,500.00 ","$2,500.00 ",O,108,6,Monthly,$385.97 ,4/1/2018,4/25/2018,24,FALSE,0
472,CA,"$1,000.00 ",$500.00 ,R,64,36,BiMonthly,$300.00 ,3/28/2018,4/5/2018,8,FALSE,0
1942,CA,"$1,200.00 ",$600.00 ,R,4,36,BiWeekly,$176.47 ,2/1/2018,2/9/2018,8,FALSE,0
421,TX,"$5,000.00 ","$2,500.00 ",R,72,30,BiWeekly,$512.87 ,3/29/2018,4/6/2018,8,FALSE,0
1851,CA,"$4,000.00 ","$2,000.00 ",R,28,15,BiMonthly,$147.06 ,2/6/2018,2/23/2018,17,FALSE,0
1290,CA,"$2,600.00 ","$1,300.00 ",R,78,36,BiWeekly,$300.00 ,2/27/2018,3/7/2018,8,FALSE,0
272,CA,"$3,750.00 ","$1,875.00 ",R,6,24,BiWeekly,$235.30 ,4/3/2018,4/12/2018,9,FALSE,0
1824,CA,"$9,750.00 ","$4,875.00 ",R,84,36,BiMonthly,$235.30 ,2/8/2018,2/20/2018,12,FALSE,0
1830,TX,"$2,204.00 ","$1,102.00 ",R,14,12,BiWeekly,$641.91 ,2/7/2018,2/21/2018,14,TRUE,1
1004,CA,"$1,628.00 ",$407.00 ,R,38,36,Weekly,$300.00 ,3/9/2018,3/22/2018,13,FALSE,0
735,CA,"$3,656.00 ","$1,828.00 ",O,92,36,BiWeekly,$300.00 ,3/20/2018,4/6/2018,17,FALSE,0
621,TX,"$4,751.00 ","$4,751.00 ",R,60,12,Monthly,$640.95 ,3/23/2018,3/30/2018,7,FALSE,0
316,TX,"$6,000.00 ","$6,000.00 ",R,12,6,Monthly,$643.01 ,4/2/2018,4/24/2018,22,FALSE,0
1948,CA,"$3,500.00 ","$3,500.00 ",R,72,6,Monthly,$117.65 ,2/1/2018,2/28/2018,27,FALSE,0
468,CA,"$3,264.00 ",$816.00 ,O,29,36,Weekly,$300.00 ,3/28/2018,4/6/2018,9,FALSE,0
1752,CA,"$6,000.00 ","$3,000.00 ",R,24,9,BiWeekly,$235.30 ,2/12/2018,2/23/2018,11,FALSE,0
633,TX,"$4,000.00 ","$2,000.00 ",R,3,6,BiWeekly,$512.87 ,3/22/2018,3/30/2018,8,FALSE,0
1777,CA,"$4,900.00 ","$4,900.00 ",R,4,36,Monthly,$300.00 ,2/10/2018,3/1/2018,19,FALSE,0
959,CA,"$1,952.00 ",$976.00 ,R,62,36,BiWeekly,$300.00 ,3/12/2018,3/30/2018,18,TRUE,1
430,CA,"$1,888.00 ","$1,888.00 ",R,103,36,Monthly,$235.30 ,3/29/2018,4/27/2018,29,FALSE,0
1425,TX,"$6,000.00 ","$3,000.00 ",R,36,24,BiWeekly,$642.05 ,2/23/2018,3/9/2018,14,TRUE,1
1572,CA,"$1,600.00 ","$1,600.00 ",O,397,12,Monthly,$300.00 ,2/15/2018,2/28/2018,13,FALSE,0
1998,CA,"$19,000.00 ","$19,000.00 ",R,50,36,Monthly,$300.00 ,1/31/2018,2/28/2018,28,FALSE,0
1850,CA,"$4,000.00 ","$4,000.00 ",O,93,36,Monthly,$300.00 ,2/6/2018,2/28/2018,22,FALSE,0
1821,CA,"$1,600.00 ",$800.00 ,O,49,36,BiWeekly,$235.30 ,2/8/2018,2/21/2018,13,FALSE,0
1721,CA,"$5,000.00 ","$2,500.00 ",R,24,6,BiWeekly,$117.65 ,2/12/2018,2/23/2018,11,FALSE,0
328,TX,"$2,000.00 ","$1,000.00 ",R,91,27,BiWeekly,$513.97 ,4/2/2018,4/20/2018,18,FALSE,0
293,TX,"$3,000.00 ","$1,500.00 ",O,108,6,BiWeekly,$641.23 ,4/2/2018,4/11/2018,9,FALSE,0
1266,CA,"$2,938.00 ","$1,469.00 ",R,2,36,BiMonthly,$300.00 ,2/27/2018,3/9/2018,10,FALSE,0
1911,CA,"$2,412.00 ",$603.00 ,R,17,36,Weekly,$235.30 ,2/13/2018,2/23/2018,10,FALSE,0
1756,CA,"$6,000.00 ","$3,000.00 ",R,48,30,BiWeekly,$235.30 ,2/12/2018,3/2/2018,18,TRUE,1
810,CA,"$8,666.00 ","$4,333.00 ",R,24,24,BiWeekly,$117.65 ,3/16/2018,4/6/2018,21,TRUE,1
1452,TX,"$7,250.00 ","$3,625.00 ",R,60,60,BiMonthly,$384.57 ,2/21/2018,2/28/2018,7,FALSE,0
354,TX,"$3,500.00 ","$3,500.00 ",R,24,6,Monthly,$514.41 ,4/1/2018,4/23/2018,22,TRUE,1
1997,CA,"$7,000.00 ","$3,500.00 ",R,120,30,BiWeekly,$294.12 ,1/31/2018,2/8/2018,8,FALSE,0
650,CA,"$3,000.00 ","$1,500.00 ",R,60,30,BiMonthly,$235.30 ,3/22/2018,3/30/2018,8,TRUE,1
186,TX,"$3,500.00 ","$1,750.00 ",R,36,6,BiWeekly,$642.05 ,4/5/2018,4/20/2018,15,TRUE,1
230,CA,"$3,880.00 ","$1,940.00 ",R,72,36,BiMonthly,$300.00 ,4/4/2018,4/25/2018,21,FALSE,0
1428,CA,"$3,977.00 ","$3,977.00 ",R,12,6,Monthly,$235.30 ,2/22/2018,3/23/2018,29,FALSE,0
884,TX,"$3,640.00 ","$1,820.00 ",R,51,12,BiWeekly,$642.73 ,3/14/2018,4/3/2018,20,FALSE,0
662,CA,"$2,200.00 ","$1,100.00 ",R,5,15,BiMonthly,$300.00 ,3/22/2018,4/5/2018,14,FALSE,0
130,CA,"$2,500.00 ","$2,500.00 ",R,60,12,Monthly,$117.65 ,4/6/2018,5/3/2018,27,TRUE,1
339,TX,"$6,000.00 ","$3,000.00 ",R,12,12,BiWeekly,$128.30 ,4/7/2018,4/13/2018,6,FALSE,0
657,TX,"$4,700.00 ","$4,700.00 ",R,36,6,Monthly,$641.09 ,3/22/2018,3/30/2018,8,FALSE,0
744,CA,"$10,000.00 ","$5,000.00 ",R,36,60,BiWeekly,$235.30 ,3/19/2018,4/6/2018,18,FALSE,0
1203,TX,"$7,000.00 ","$3,500.00 ",O,84,6,BiWeekly,$641.09 ,3/1/2018,3/9/2018,8,FALSE,0
1855,CA,"$1,800.00 ",$900.00 ,R,6,36,BiWeekly,$300.00 ,2/6/2018,2/15/2018,9,FALSE,0
1046,TX,"$9,000.00 ","$4,500.00 ",R,60,48,BiWeekly,$642.05 ,3/8/2018,3/23/2018,15,FALSE,0
1038,CA,$676.00 ,$338.00 ,R,282,15,BiWeekly,$205.88 ,3/8/2018,3/16/2018,8,TRUE,1
139,CA,"$2,500.00 ","$1,250.00 ",R,12,12,BiWeekly,$235.30 ,4/6/2018,4/18/2018,12,TRUE,1
1522,CA,"$3,944.00 ","$1,972.00 ",R,41,30,BiWeekly,$300.00 ,2/19/2018,3/2/2018,11,FALSE,0
380,CA,"$5,416.00 ","$2,708.00 ",R,24,24,BiWeekly,$235.30 ,3/30/2018,4/20/2018,21,FALSE,0
1383,TX,"$21,732.00 ","$10,866.00 ",R,12,12,BiWeekly,$640.95 ,2/23/2018,3/2/2018,7,FALSE,0
1489,CA,"$2,751.00 ","$2,751.00 ",R,36,36,Monthly,$235.30 ,2/20/2018,3/14/2018,22,TRUE,1
1864,CA,"$3,500.00 ","$3,500.00 ",R,24,6,Monthly,$117.65 ,2/5/2018,2/28/2018,23,FALSE,0
1816,TX,"$1,000.00 ","$1,000.00 ",R,12,6,Monthly,$643.01 ,2/8/2018,3/2/2018,22,TRUE,1
330,TX,"$3,500.00 ","$1,750.00 ",R,36,6,BiMonthly,$642.46 ,4/2/2018,4/20/2018,18,FALSE,0
464,TX,"$5,000.00 ","$5,000.00 ",R,17,29,Monthly,$643.15 ,3/28/2018,4/20/2018,23,FALSE,0
1783,CA,"$4,400.00 ","$2,200.00 ",R,88,12,BiWeekly,$300.00 ,2/9/2018,3/2/2018,21,FALSE,0
1527,CA,"$2,435.00 ","$2,435.00 ",R,148,30,Monthly,$300.00 ,2/19/2018,2/28/2018,9,FALSE,0
670,CA,"$2,114.00 ","$1,057.00 ",O,38,3,BiWeekly,$300.00 ,3/22/2018,3/30/2018,8,FALSE,0
1774,CA,"$2,518.00 ","$1,259.00 ",O,391,36,BiWeekly,$300.00 ,2/10/2018,2/23/2018,13,FALSE,0
58,TX,"$2,000.00 ","$2,000.00 ",O,108,6,Monthly,$643.28 ,4/9/2018,5/3/2018,24,TRUE,1
1402,CA,"$4,004.00 ","$2,002.00 ",R,36,36,BiMonthly,$300.00 ,2/22/2018,3/15/2018,21,FALSE,0
487,CA,"$3,000.00 ","$1,500.00 ",R,108,6,BiWeekly,$117.65 ,3/27/2018,4/9/2018,13,FALSE,0
1424,CA,"$10,000.00 ","$2,500.00 ",R,60,6,Weekly,$117.65 ,2/22/2018,3/2/2018,8,TRUE,1
509,TX,"$6,500.00 ","$3,250.00 ",R,120,24,BiWeekly,$641.36 ,3/27/2018,4/6/2018,10,FALSE,0
1695,CA,"$2,480.00 ",$620.00 ,R,48,36,Weekly,$300.00 ,2/13/2018,2/23/2018,10,TRUE,1
841,TX,"$1,500.00 ","$1,500.00 ",O,60,6,Monthly,$642.46 ,3/15/2018,4/2/2018,18,TRUE,1
1651,TX,"$6,000.00 ","$3,000.00 ",R,12,5,BiMonthly,$385.39 ,2/13/2018,3/2/2018,17,FALSE,0
93,CA,"$4,000.00 ","$2,000.00 ",R,12,12,BiWeekly,$235.30 ,4/7/2018,4/20/2018,13,FALSE,0
151,CA,"$3,000.00 ","$3,000.00 ",R,24,18,Monthly,$235.30 ,4/6/2018,4/24/2018,18,TRUE,1
1923,CA,"$2,820.00 ","$1,410.00 ",R,13,36,BiMonthly,$300.00 ,2/3/2018,2/15/2018,12,FALSE,0
1276,CA,"$13,000.00 ","$6,500.00 ",R,24,30,BiWeekly,$235.30 ,2/27/2018,3/16/2018,17,FALSE,0
255,CA,"$6,400.00 ","$1,600.00 ",R,78,36,Weekly,$300.00 ,4/3/2018,4/13/2018,10,TRUE,1
1565,CA,"$2,078.00 ","$1,039.00 ",O,359,30,BiWeekly,$300.00 ,2/15/2018,2/23/2018,8,FALSE,0
359,TX,"$5,000.00 ","$5,000.00 ",R,12,6,Monthly,$643.42 ,4/3/2018,4/25/2018,22,FALSE,0
1100,CA,"$8,250.00 ","$4,125.00 ",R,6,6,BiWeekly,$235.30 ,3/5/2018,3/16/2018,11,FALSE,0
444,TX,"$3,500.00 ","$3,500.00 ",R,36,6,Monthly,$256.71 ,3/28/2018,4/10/2018,13,FALSE,0
1737,CA,"$3,000.00 ","$1,500.00 ",R,36,6,BiWeekly,$117.65 ,2/12/2018,2/22/2018,10,FALSE,0
1665,CA,"$16,188.00 ","$8,094.00 ",R,48,6,BiWeekly,$235.30 ,2/13/2018,2/28/2018,15,FALSE,0
939,CA,"$3,000.00 ","$3,000.00 ",R,30,36,Monthly,$300.00 ,3/12/2018,4/3/2018,22,TRUE,1
1126,TX,"$7,250.00 ","$3,625.00 ",R,60,30,BiWeekly,$641.50 ,3/5/2018,3/16/2018,11,FALSE,0
904,CA,"$3,740.00 ","$3,740.00 ",R,50,36,Monthly,$300.00 ,3/13/2018,4/6/2018,24,FALSE,0
1861,CA,"$2,164.00 ","$1,082.00 ",R,7,30,BiWeekly,$300.00 ,2/6/2018,2/21/2018,15,TRUE,1
1058,CA,"$3,132.00 ","$3,132.00 ",R,27,30,Monthly,$205.88 ,3/7/2018,4/2/2018,26,FALSE,0
185,TX,"$3,468.00 ","$1,734.00 ",R,36,12,BiWeekly,$385.23 ,4/5/2018,4/20/2018,15,FALSE,0
1016,CA,"$9,000.00 ","$4,500.00 ",R,12,6,BiWeekly,$117.65 ,3/9/2018,3/23/2018,14,FALSE,0
1909,CA,$920.00 ,$460.00 ,R,24,3,BiWeekly,$117.65 ,2/5/2018,2/23/2018,18,FALSE,0
578,TX,"$3,000.00 ","$3,000.00 ",R,12,6,Monthly,$257.69 ,3/24/2018,4/24/2018,31,FALSE,0
34,CA,"$1,000.00 ",$500.00 ,R,84,6,BiWeekly,$117.65 ,4/9/2018,4/27/2018,18,TRUE,1
253,TX,"$5,300.00 ","$2,650.00 ",O,255,36,BiWeekly,$609.17 ,4/4/2018,4/13/2018,9,FALSE,0
546,CA,"$5,000.00 ","$5,000.00 ",R,60,60,Monthly,$117.65 ,3/26/2018,4/26/2018,31,FALSE,0
1225,CA,"$2,600.00 ","$1,300.00 ",R,24,15,BiWeekly,$147.06 ,3/1/2018,3/21/2018,20,FALSE,0
1956,CA,"$1,230.00 ","$1,230.00 ",R,42,36,Monthly,$235.30 ,2/1/2018,3/2/2018,29,TRUE,1
1364,CA,"$10,000.00 ","$5,000.00 ",R,12,24,BiWeekly,$117.65 ,2/27/2018,3/12/2018,13,TRUE,1
1028,CA,"$2,500.00 ","$2,500.00 ",O,108,6,Monthly,$117.65 ,3/8/2018,3/21/2018,13,FALSE,0
1579,CA,$522.00 ,$522.00 ,R,84,36,Monthly,$117.65 ,2/15/2018,3/2/2018,15,FALSE,0
23,CA,"$4,500.00 ","$4,500.00 ",R,12,6,Monthly,$117.65 ,4/9/2018,5/10/2018,31,FALSE,0
1342,CA,$600.00 ,$300.00 ,R,24,9,BiWeekly,$205.89 ,2/26/2018,3/9/2018,11,FALSE,0
626,CA,"$2,180.00 ","$1,090.00 ",R,38,30,BiWeekly,$147.06 ,3/23/2018,4/13/2018,21,FALSE,0
989,TX,"$7,000.00 ","$3,500.00 ",R,60,24,Monthly,$641.78 ,3/12/2018,3/23/2018,11,TRUE,1
1140,CA,"$2,856.00 ",$714.00 ,R,92,36,Weekly,$300.00 ,3/4/2018,3/16/2018,12,FALSE,0
321,CA,"$2,176.00 ",$544.00 ,R,2,9,Weekly,$300.00 ,4/2/2018,4/12/2018,10,FALSE,0
386,TX,"$3,500.00 ","$1,750.00 ",R,24,24,BiWeekly,$385.15 ,3/30/2018,4/13/2018,14,FALSE,0
462,CA,"$2,588.00 ","$1,294.00 ",R,26,36,BiMonthly,$300.00 ,3/28/2018,4/13/2018,16,FALSE,0
375,CA,"$3,000.00 ","$1,500.00 ",R,36,36,BiWeekly,$117.65 ,3/30/2018,4/19/2018,20,FALSE,0
1326,CA,"$1,900.00 ","$1,900.00 ",R,36,36,Monthly,$300.00 ,2/26/2018,3/29/2018,31,TRUE,1
1984,CA,"$4,000.00 ","$2,000.00 ",R,186,9,BiWeekly,$300.00 ,1/31/2018,2/9/2018,9,FALSE,0
381,CA,"$3,156.00 ",$789.00 ,R,54,15,Weekly,$300.00 ,3/30/2018,4/13/2018,14,TRUE,1
879,CA,$753.00 ,$753.00 ,R,16,36,Monthly,$235.30 ,3/14/2018,4/3/2018,20,FALSE,0
1162,CA,"$8,000.00 ","$4,000.00 ",R,0,6,BiWeekly,$117.65 ,3/6/2018,3/23/2018,17,TRUE,1
439,CA,"$2,700.00 ","$1,350.00 ",R,6,6,BiMonthly,$300.00 ,3/28/2018,4/10/2018,13,FALSE,0
696,CA,$842.00 ,$421.00 ,R,60,36,BiWeekly,$264.71 ,3/21/2018,3/30/2018,9,FALSE,0
766,CA,"$10,000.00 ","$5,000.00 ",R,60,60,BiWeekly,$117.65 ,3/19/2018,3/30/2018,11,TRUE,1
1980,CA,"$2,208.00 ","$1,104.00 ",R,108,36,BiWeekly,$117.65 ,1/31/2018,2/15/2018,15,FALSE,0
219,CA,"$5,396.00 ","$1,349.00 ",R,18,30,Weekly,$235.30 ,4/4/2018,4/18/2018,14,FALSE,0
1263,CA,"$2,500.00 ","$2,500.00 ",R,26,36,Monthly,$300.00 ,2/28/2018,3/21/2018,21,FALSE,0
1227,CA,"$14,000.00 ","$3,500.00 ",R,12,6,Weekly,$117.65 ,3/1/2018,3/15/2018,14,FALSE,0
640,CA,"$3,200.00 ","$1,600.00 ",R,13,36,BiWeekly,$300.00 ,3/22/2018,4/6/2018,15,TRUE,1
87,CA,"$2,500.00 ","$1,250.00 ",R,12,12,BiWeekly,$235.30 ,4/7/2018,4/27/2018,20,FALSE,0
1156,CA,"$7,000.00 ","$3,500.00 ",R,108,6,BiWeekly,$117.65 ,3/3/2018,3/23/2018,20,TRUE,1
238,CA,"$1,111.00 ","$1,111.00 ",R,13,6,Monthly,$300.00 ,4/4/2018,5/3/2018,29,FALSE,0
1291,CA,"$4,600.00 ","$2,300.00 ",R,30,15,BiWeekly,$300.00 ,2/27/2018,3/16/2018,17,FALSE,0
1357,CA,"$7,000.00 ","$3,500.00 ",R,24,12,BiWeekly,$235.30 ,2/25/2018,3/16/2018,19,FALSE,0
1317,CA,"$6,000.00 ","$3,000.00 ",R,24,24,BiMonthly,$235.30 ,2/26/2018,3/16/2018,18,TRUE,1
1694,CA,"$3,600.00 ","$1,800.00 ",R,51,36,BiMonthly,$235.30 ,2/13/2018,3/1/2018,16,TRUE,1
931,CA,"$4,400.00 ","$2,200.00 ",O,236,36,BiWeekly,$300.00 ,3/13/2018,3/30/2018,17,TRUE,1
1145,CA,$895.00 ,$895.00 ,R,95,36,Monthly,$235.30 ,3/4/2018,3/30/2018,26,FALSE,0
1344,TX,"$6,000.00 ","$6,000.00 ",O,185,36,Monthly,$643.42 ,2/26/2018,3/23/2018,25,TRUE,1
532,CA,"$3,000.00 ","$1,500.00 ",R,108,30,BiWeekly,$235.30 ,3/26/2018,4/6/2018,11,FALSE,0
720,CA,"$4,500.00 ","$2,250.00 ",R,96,30,BiWeekly,$235.30 ,3/20/2018,3/30/2018,10,TRUE,1
275,TX,"$5,000.00 ","$2,500.00 ",R,60,30,BiMonthly,$642.32 ,4/4/2018,4/20/2018,16,FALSE,0
1331,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiWeekly,$641.50 ,2/26/2018,3/9/2018,11,TRUE,1
1652,CA,"$1,500.00 ","$1,500.00 ",O,306,36,Monthly,$300.00 ,2/13/2018,3/1/2018,16,FALSE,0
548,CA,"$1,006.00 ",$503.00 ,R,27,30,BiWeekly,$205.89 ,3/26/2018,4/13/2018,18,FALSE,0
958,CA,"$4,000.00 ","$1,000.00 ",R,12,6,Weekly,$117.65 ,3/12/2018,3/23/2018,11,FALSE,0
1471,CA,"$3,248.00 ","$1,624.00 ",R,120,36,BiWeekly,$300.00 ,2/20/2018,3/2/2018,10,FALSE,0
249,CA,"$2,384.00 ","$1,192.00 ",R,12,36,BiMonthly,$264.71 ,4/3/2018,4/13/2018,10,FALSE,0
913,TX,"$10,000.00 ","$5,000.00 ",R,12,12,BiMonthly,$641.78 ,3/13/2018,3/26/2018,13,FALSE,0
922,CA,"$3,800.00 ","$1,900.00 ",R,37,36,BiWeekly,$300.00 ,3/13/2018,3/23/2018,10,FALSE,0
1933,CA,"$1,500.00 ","$1,500.00 ",R,24,36,Monthly,$300.00 ,2/2/2018,2/26/2018,24,FALSE,0
1693,CA,"$3,846.00 ","$3,846.00 ",O,511,36,Monthly,$300.00 ,2/13/2018,3/1/2018,16,FALSE,0
1781,CA,$880.00 ,$880.00 ,R,61,30,Monthly,$264.71 ,2/9/2018,3/8/2018,27,FALSE,0
172,CA,"$2,000.00 ","$2,000.00 ",R,24,24,Monthly,$300.00 ,4/5/2018,5/4/2018,29,TRUE,1
1188,CA,"$2,600.00 ","$2,600.00 ",R,36,30,Monthly,$300.00 ,3/2/2018,4/2/2018,31,FALSE,0
1234,CA,"$2,622.00 ","$1,311.00 ",R,36,36,BiMonthly,$300.00 ,2/28/2018,3/15/2018,15,FALSE,0
740,CA,"$2,000.00 ","$2,000.00 ",R,12,6,Monthly,$117.65 ,3/19/2018,4/3/2018,15,TRUE,1
757,CA,"$10,000.00 ","$5,000.00 ",R,12,12,BiMonthly,$117.65 ,3/19/2018,4/6/2018,18,FALSE,0
949,TX,"$5,000.00 ","$2,500.00 ",R,12,6,BiWeekly,$641.50 ,3/13/2018,3/23/2018,10,FALSE,0
907,CA,"$10,000.00 ","$5,000.00 ",R,110,20,BiWeekly,$235.30 ,3/13/2018,3/30/2018,17,FALSE,0
1367,CA,"$1,442.00 ",$721.00 ,R,24,3,BiMonthly,$176.47 ,2/24/2018,3/15/2018,19,FALSE,0
1281,CA,"$6,000.00 ","$3,000.00 ",O,0,6,BiWeekly,$117.65 ,2/27/2018,3/9/2018,10,TRUE,1
443,CA,"$6,400.00 ","$3,200.00 ",R,12,36,BiWeekly,$300.00 ,3/28/2018,4/6/2018,9,FALSE,0
807,CA,"$1,764.00 ",$441.00 ,R,57,36,Weekly,$176.47 ,3/17/2018,3/29/2018,12,FALSE,0
1941,CA,"$7,250.00 ","$3,625.00 ",R,60,60,BiWeekly,$235.30 ,2/9/2018,2/23/2018,14,TRUE,1
267,CA,"$4,060.00 ","$2,030.00 ",R,172,30,BiWeekly,$147.06 ,4/3/2018,4/20/2018,17,FALSE,0
771,TX,"$5,000.00 ","$2,500.00 ",R,36,15,BiWeekly,$321.23 ,3/19/2018,4/6/2018,18,FALSE,0
1282,CA,"$2,000.00 ","$2,000.00 ",O,108,6,Monthly,$117.65 ,3/1/2018,3/30/2018,29,FALSE,0
331,TX,"$7,000.00 ","$3,500.00 ",R,12,24,BiWeekly,$641.50 ,4/2/2018,4/13/2018,11,FALSE,0
948,CA,"$1,600.00 ",$800.00 ,R,321,36,BiMonthly,$300.00 ,3/12/2018,3/26/2018,14,FALSE,0
1258,CA,"$3,000.00 ","$1,500.00 ",R,1,36,BiWeekly,$300.00 ,2/28/2018,3/16/2018,16,FALSE,0
787,CA,"$2,000.00 ","$1,000.00 ",R,197,9,BiWeekly,$300.00 ,3/18/2018,4/4/2018,17,TRUE,1
1631,CA,"$4,876.00 ","$2,438.00 ",R,31,36,BiWeekly,$300.00 ,2/14/2018,3/6/2018,20,FALSE,0
821,TX,"$6,000.00 ","$3,000.00 ",R,24,12,BiWeekly,$641.91 ,3/16/2018,3/30/2018,14,FALSE,0
991,CA,$910.00 ,$910.00 ,R,12,30,Monthly,$294.13 ,3/12/2018,3/30/2018,18,FALSE,0
127,CA,"$2,000.00 ","$2,000.00 ",R,12,6,Monthly,$235.30 ,4/6/2018,5/7/2018,31,FALSE,0
1955,CA,"$1,800.00 ",$900.00 ,R,24,36,BiWeekly,$300.00 ,2/1/2018,2/16/2018,15,FALSE,0
1660,CA,"$6,000.00 ","$3,000.00 ",R,12,9,BiWeekly,$117.65 ,2/13/2018,2/22/2018,9,FALSE,0
284,TX,"$1,792.00 ",$896.00 ,R,60,30,BiMonthly,$578.09 ,4/2/2018,4/19/2018,17,FALSE,0
1492,CA,"$3,500.00 ","$3,500.00 ",R,60,6,Monthly,$117.65 ,2/22/2018,3/23/2018,29,TRUE,1
834,CA,"$5,068.00 ","$1,267.00 ",R,4,36,Weekly,$300.00 ,3/16/2018,3/29/2018,13,FALSE,0
537,CA,"$1,804.00 ",$451.00 ,R,99,36,Weekly,$300.00 ,3/26/2018,4/6/2018,11,FALSE,0
1388,CA,"$7,000.00 ","$3,500.00 ",R,60,60,Monthly,$235.30 ,2/23/2018,3/16/2018,21,FALSE,0
216,CA,"$4,078.00 ","$2,039.00 ",O,144,36,BiMonthly,$294.12 ,4/4/2018,4/13/2018,9,FALSE,0
1172,CA,"$2,158.00 ","$1,079.00 ",R,312,36,BiWeekly,$300.00 ,3/2/2018,3/16/2018,14,TRUE,1
274,TX,"$3,750.00 ","$1,875.00 ",R,24,12,BiWeekly,$256.54 ,4/5/2018,4/13/2018,8,FALSE,0
1620,CA,"$3,000.00 ","$3,000.00 ",R,36,18,Monthly,$117.65 ,2/14/2018,2/28/2018,14,FALSE,0
32,CA,"$3,200.00 ","$3,200.00 ",O,138,36,Monthly,$300.00 ,4/9/2018,5/1/2018,22,FALSE,0
312,CA,"$2,000.00 ","$2,000.00 ",R,12,36,Monthly,$117.65 ,4/2/2018,5/3/2018,31,TRUE,1
1238,CA,"$1,986.00 ",$993.00 ,R,23,12,BiWeekly,$300.00 ,2/28/2018,3/9/2018,9,FALSE,0
748,TX,"$4,750.00 ","$2,375.00 ",R,12,24,BiWeekly,$641.50 ,3/19/2018,3/30/2018,11,TRUE,1
541,TX,"$3,500.00 ","$3,500.00 ",R,12,12,Monthly,$641.09 ,3/26/2018,4/3/2018,8,FALSE,0
363,CA,"$2,060.00 ",$515.00 ,R,63,36,Weekly,$300.00 ,3/31/2018,4/11/2018,11,FALSE,0
1339,CA,"$12,000.00 ","$6,000.00 ",R,24,36,BiWeekly,$235.30 ,2/26/2018,3/16/2018,18,FALSE,0
1116,TX,"$5,500.00 ","$5,500.00 ",O,176,36,Monthly,$643.42 ,3/5/2018,3/30/2018,25,TRUE,1
1149,CA,"$3,000.00 ","$1,500.00 ",R,72,6,BiWeekly,$117.65 ,3/4/2018,3/14/2018,10,TRUE,1
1337,TX,"$2,500.00 ","$2,500.00 ",O,84,6,Monthly,$644.24 ,2/26/2018,3/29/2018,31,FALSE,0
1885,CA,"$6,000.00 ","$3,000.00 ",R,48,9,BiWeekly,$235.30 ,2/5/2018,2/15/2018,10,FALSE,0
244,CA,"$2,500.00 ","$2,500.00 ",R,85,30,Monthly,$300.00 ,4/3/2018,5/1/2018,28,FALSE,0
571,CA,"$4,500.00 ","$2,250.00 ",R,120,30,BiMonthly,$235.30 ,3/25/2018,4/2/2018,8,FALSE,0
355,CA,"$1,000.00 ","$1,000.00 ",R,48,6,Monthly,$117.65 ,4/1/2018,5/1/2018,30,TRUE,1
924,CA,"$2,348.00 ","$1,174.00 ",R,42,36,BiWeekly,$300.00 ,3/13/2018,3/23/2018,10,FALSE,0
1497,CA,"$6,000.00 ","$3,000.00 ",R,60,36,BiWeekly,$235.30 ,2/20/2018,3/5/2018,13,FALSE,0
307,CA,"$3,000.00 ","$1,500.00 ",R,120,30,BiWeekly,$235.30 ,4/2/2018,4/20/2018,18,FALSE,0
1213,TX,"$12,400.00 ","$6,200.00 ",R,60,36,BiWeekly,$641.09 ,3/1/2018,3/9/2018,8,TRUE,1
1999,CA,"$3,064.00 ","$3,064.00 ",O,311,36,Monthly,$300.00 ,1/31/2018,2/28/2018,28,FALSE,0
649,TX,"$3,500.00 ","$1,750.00 ",R,36,36,BiWeekly,$641.09 ,3/22/2018,3/30/2018,8,FALSE,0
265,TX,"$2,500.00 ","$2,500.00 ",R,12,6,Monthly,$644.10 ,4/3/2018,5/3/2018,30,FALSE,0
43,TX,"$3,000.00 ","$1,500.00 ",R,36,6,BiWeekly,$384.65 ,4/9/2018,4/17/2018,8,FALSE,0
1248,TX,"$8,000.00 ","$4,000.00 ",R,24,24,BiMonthly,$642.19 ,2/28/2018,3/16/2018,16,FALSE,0
1439,TX,"$6,500.00 ","$6,500.00 ",R,36,30,Monthly,$644.24 ,2/21/2018,3/24/2018,31,FALSE,0
1240,CA,"$1,500.00 ","$1,500.00 ",R,108,6,Monthly,$117.65 ,2/28/2018,3/31/2018,31,FALSE,0
